0.000000 -0.000000
10.101010 -0.000000
20.202020 -0.000000
30.303030 -0.000000
40.404040 -0.000000
50.505051 -0.000000
60.606061 -0.000000
70.707071 -0.000000
80.808081 -0.000000
90.909091 -0.000000
101.010101 -0.000000
111.111111 -0.000000
121.212121 -0.000000
131.313131 -0.000000
141.414141 -0.000000
151.515152 -0.000000
161.616162 -0.000000
171.717172 -0.000000
181.818182 -0.000000
191.919192 -0.000000
202.020202 -0.000000
212.121212 -0.000000
222.222222 -0.000000
232.323232 -0.000000
242.424242 -0.000000
252.525253 -0.000000
262.626263 -0.000000
272.727273 -0.000000
282.828283 -0.000000
292.929293 -0.000000
303.030303 -0.000000
313.131313 -0.000000
323.232323 -0.000000
333.333333 -0.000000
343.434343 -0.000000
353.535354 -0.000000
363.636364 -0.000000
373.737374 -0.000000
383.838384 0.000000
393.939394 0.000000
404.040404 0.000000
414.141414 0.000000
424.242424 0.000000
434.343434 0.000003
444.444444 0.000016
454.545455 0.000120
464.646465 0.000895
474.747475 0.004426
484.848485 0.014916
494.949495 0.026890
505.050505 0.026981
515.151515 0.015202
525.252525 0.004430
535.353535 0.000665
545.454545 0.000085
555.555556 0.000020
565.656566 0.000002
575.757576 0.000001
585.858586 0.000000
595.959596 0.000000
606.060606 -0.000000
616.161616 -0.000000
626.262626 -0.000000
636.363636 -0.000000
646.464646 -0.000000
656.565657 -0.000000
666.666667 -0.000000
676.767677 -0.000000
686.868687 -0.000000
696.969697 -0.000000
707.070707 -0.000000
717.171717 -0.000000
727.272727 -0.000000
737.373737 -0.000000
747.474747 -0.000000
757.575758 -0.000000
767.676768 -0.000000
777.777778 -0.000000
787.878788 -0.000000
797.979798 -0.000000
808.080808 -0.000000
818.181818 -0.000000
828.282828 -0.000000
838.383838 -0.000000
848.484848 -0.000000
858.585859 -0.000000
868.686869 -0.000000
878.787879 -0.000000
888.888889 -0.000000
898.989899 -0.000000
909.090909 -0.000000
919.191919 -0.000000
929.292929 -0.000000
939.393939 -0.000000
949.494949 -0.000000
959.595960 -0.000000
969.696970 -0.000000
979.797980 -0.000000
989.898990 -0.000000
1000.000000 -0.000000
